1	25.30202509657333
1	32.291603926908884
1	42.125567081515264
1	61.32415417344266
2	71.13548164289006
2	71.19171881671467
2	95.01682477920332
2	95.04541321810258
1	95.3486853168891
1	115.33727099500427
1	134.3265139193231
2	142.99736211453646
2	143.0906275544963
2	166.9536537984318
2	166.97091902641742
2	167.03147871675992
1	180.2703994723676
2	190.87325955014848
1	201.2171508858654
2	214.8126219862488
2	238.83560370996537
2	238.93174192529688
2	238.99604923413247
1	250.2549802101904
2	262.7437494735021
2	262.8166755286615
2	286.70759121441677
2	310.63919566551556
2	358.59975461821614
2	382.565184472496
1	388.29965609351825
2	430.4504526897958
1	457.17027315069924
1	469.19994238777053
2	478.3518300745101
1	498.12748608101884
2	502.365538314618
2	526.3278707080194
2	550.2176957703927
